mol,rseq,mseq,S,rmsd_refine,E_conf,E_place,E_score1,E_refine,E_score2,$File,E_orig,Rec_index
O=C(C)N1C(C)Cc2c(C(c3ccc(N)cc3)=N1)cc1OCOc1c2,1,1,-5.8106737,2.3717034,19.442719,-66.86853,-9.2083397,-28.387312,-5.8106737,$HOME/My Research/MDM2/sdf for docking/smiles_data14.sdf,0,1
O=C(C)N1C(C)Cc2c(C(c3ccc(N)cc3)=N1)cc1OCOc1c2,1,1,-5.7856684,1.6444832,17.550144,-69.404022,-9.3995152,-27.427279,-5.7856684,$HOME/My Research/MDM2/sdf for docking/smiles_data14.sdf,0,1
O=C(C)N1C(C)Cc2c(C(c3ccc(N)cc3)=N1)cc1OCOc1c2,1,1,-5.6204753,3.0371211,18.613617,-79.641006,-8.6318426,-27.358009,-5.6204753,$HOME/My Research/MDM2/sdf for docking/smiles_data14.sdf,0,1
O=C(C)N1C(C)Cc2c(C(c3ccc(N)cc3)=N1)cc1OCOc1c2,1,1,-5.5903835,1.3830451,21.124043,-59.042767,-8.6590395,-27.495975,-5.5903835,$HOME/My Research/MDM2/sdf for docking/smiles_data14.sdf,0,1
O=C(C)N1C(C)Cc2c(C(c3ccc(N)cc3)=N1)cc1OCOc1c2,1,1,-5.4218054,1.5463531,19.886972,-70.146782,-8.9148483,-27.625235,-5.4218054,$HOME/My Research/MDM2/sdf for docking/smiles_data14.sdf,0,1
O=C([O-])C(=O)CCC(=O)[O-],1,2,-4.0207443,1.3667197,-66.012444,-44.895683,-6.6728697,-11.74139,-4.0207443,$HOME/My Research/MDM2/sdf for docking/smiles_data14.sdf,0.78662109,1
O=C([O-])C(=O)CCC(=O)[O-],1,2,-3.9860325,1.4717884,-67.054344,-40.728809,-6.6388721,-11.781613,-3.9860325,$HOME/My Research/MDM2/sdf for docking/smiles_data14.sdf,1.5488281,1
O=C([O-])C(=O)CCC(=O)[O-],1,2,-3.9497535,1.1685648,-66.91452,-41.629505,-6.8813519,-12.037741,-3.9497535,$HOME/My Research/MDM2/sdf for docking/smiles_data14.sdf,0.78662109,1
O=C([O-])C(=O)CCC(=O)[O-],1,2,-3.7691617,0.94229335,-66.940109,-44.136562,-7.1939626,-11.717941,-3.7691617,$HOME/My Research/MDM2/sdf for docking/smiles_data14.sdf,0,1
O=C([O-])C(=O)CCC(=O)[O-],1,2,-3.7573664,1.2085392,-66.03167,-40.635796,-7.3305507,-11.30474,-3.7573664,$HOME/My Research/MDM2/sdf for docking/smiles_data14.sdf,0,1
O=C([O-])CN(CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-],1,3,-4.6449423,2.2522316,-87.314667,-57.437435,-9.1729784,-18.97991,-4.6449423,$HOME/My Research/MDM2/sdf for docking/smiles_data14.sdf,1.3125,1
O=C([O-])CN(CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-],1,3,-4.5235205,1.8355159,-85.723175,-51.630901,-9.0794086,-17.018291,-4.5235205,$HOME/My Research/MDM2/sdf for docking/smiles_data14.sdf,0,1
O=C([O-])CN(CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-],1,3,-4.4947047,1.7629167,-89.067505,-71.072304,-11.29184,-17.134338,-4.4947047,$HOME/My Research/MDM2/sdf for docking/smiles_data14.sdf,1.3125,1
O=C([O-])CN(CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-],1,3,-4.4702811,0.82408327,-90.099487,-47.405247,-9.0261812,-17.346645,-4.4702811,$HOME/My Research/MDM2/sdf for docking/smiles_data14.sdf,0,1
O=C([O-])CN(CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-],1,3,-4.3953824,1.5694144,-90.996887,-47.987301,-9.5641479,-16.361794,-4.3953824,$HOME/My Research/MDM2/sdf for docking/smiles_data14.sdf,1.3125,1
O(C)C1C(O)C(O)C(O)C(O)C1O,1,4,-4.5362601,1.5185043,91.183403,-56.180012,-7.9338312,-18.48245,-4.5362601,$HOME/My Research/MDM2/sdf for docking/smiles_data14.sdf,1.7712293,1
O(C)C1C(O)C(O)C(O)C(O)C1O,1,4,-4.4402723,1.3625621,85.266823,-57.111732,-8.0774765,-17.795702,-4.4402723,$HOME/My Research/MDM2/sdf for docking/smiles_data14.sdf,1.4433829,1
O(C)C1C(O)C(O)C(O)C(O)C1O,1,4,-4.4203181,1.4412677,91.232491,-58.287518,-8.3166304,-18.29768,-4.4203181,$HOME/My Research/MDM2/sdf for docking/smiles_data14.sdf,1.7044814,1
O(C)C1C(O)C(O)C(O)C(O)C1O,1,4,-4.3546262,1.2921345,90.23465,-50.384365,-7.6754479,-18.368208,-4.3546262,$HOME/My Research/MDM2/sdf for docking/smiles_data14.sdf,1.7044814,1
O(C)C1C(O)C(O)C(O)C(O)C1O,1,4,-4.3439293,1.7166611,92.003036,-46.892582,-7.5681839,-18.942711,-4.3439293,$HOME/My Research/MDM2/sdf for docking/smiles_data14.sdf,0.79346114,1
S(S)CC(N)C(=O)O,1,5,-4.3080053,1.5463551,21.487442,-39.246861,-7.0304208,-17.051161,-4.3080053,$HOME/My Research/MDM2/sdf for docking/smiles_data14.sdf,1.8886719,1
S(S)CC(N)C(=O)O,1,5,-4.2857351,0.97006178,20.947941,-42.388882,-6.8054366,-17.961811,-4.2857351,$HOME/My Research/MDM2/sdf for docking/smiles_data14.sdf,1.8886719,1
S(S)CC(N)C(=O)O,1,5,-4.1464081,1.8754052,21.933033,-47.230797,-6.980402,-15.671873,-4.1464081,$HOME/My Research/MDM2/sdf for docking/smiles_data14.sdf,0,1
S(S)CC(N)C(=O)O,1,5,-4.118948,0.79038078,21.539169,-38.971802,-6.9141808,-13.595527,-4.118948,$HOME/My Research/MDM2/sdf for docking/smiles_data14.sdf,1.8544922,1
