mol,rseq,mseq,S,rmsd_refine,E_conf,E_place,E_score1,E_refine,E_score2,$File,E_orig,Rec_index
S(C(=O)CSCCCCC)CCNC(=O)CCNC(=O)[C@](O)C(COP(=O)(OP(=O)(OC[C@@]1[C@@](OP(=O)(O)O)[C@@](O)[C@](n2c3ncnc(N)c3nc2)O1)O)O)(C)C,1,72,-9.312355,3.1063144,-448.7514,-96.515312,-8.1425972,-61.194599,-9.312355,$HOME/My Research/MDM2/sdf for docking/smiles_data21.sdf,0.00042795742,1
P(=O)(OC[C@](OC(=O)CCCCCCC[C@@]1[C@](CCCCCC)C1)COC(=O)CCCCCCCCCCCCCCC)(OCC(O)CO)O,1,540,-9.3090906,5.7238016,68.295639,-41.704971,-5.5278244,-57.109821,-9.3090906,$HOME/My Research/MDM2/sdf for docking/smiles_data21.sdf,0.61932659,1
P(=O)(OC[C@](OC(=O)CCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC)(OCC(O)COP(=O)(OC[C@](OC(=O)CCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC)O)O,1,83,-9.2277079,3.4667778,-105.5591,-14.774858,-3.8495946,-50.666981,-9.2277079,$HOME/My Research/MDM2/sdf for docking/smiles_data21.sdf,0,1
P(=O)(OC[C@](OC(=O)CCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC)(OCC(O)COP(=O)(OC[C@](OC(=O)CCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC)O)O,1,83,-9.2080183,4.4889808,-106.92839,-1.8840549,-4.1640363,-51.007057,-9.2080183,$HOME/My Research/MDM2/sdf for docking/smiles_data21.sdf,0,1
P(=O)(OC[C@](OC(=O)CCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC)(OCC(O)COP(=O)(OC[C@](OC(=O)CCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC)O)O,1,83,-9.1709146,2.2163007,-110.73399,12.48083,-5.6149473,-50.752834,-9.1709146,$HOME/My Research/MDM2/sdf for docking/smiles_data21.sdf,0.21739918,1
S(C(=O)/C=C/c1cc(OC)c(O)c(O)c1)CCNC(=O)CCNC(=O)[C@](O)C(CO[P@](=O)(O[P@](=O)(OC[C@@]1[C@@](OP(=O)(O)O)[C@@](O)[C@](n2c3ncnc(N)c3nc2)O1)O)O)(C)C,1,490,-9.1437693,3.7073154,-462.22733,-58.01741,-7.9813256,-58.071609,-9.1437693,$HOME/My Research/MDM2/sdf for docking/smiles_data21.sdf,0,1
P(=O)(OC[C@](OC(=O)CCCCCCC[C@@]1[C@](CCCCCC)C1)COC(=O)CCCCCCCCCCCCCCC)(OCC(O)CO)O,1,540,-9.1333199,5.0181723,75.432022,-37.821064,-8.7772427,-56.66906,-9.1333199,$HOME/My Research/MDM2/sdf for docking/smiles_data21.sdf,0.53178316,1
S(CCNC(=O)CCNC(=O)[C@](O)C(COP(=O)(OP(=O)(OC[C@@]1[C@@](OP(=O)(O)O)[C@@](O)[C@](n2c3ncnc(N)c3nc2)O1)O)O)(C)C)Cc1ccc(O)cc1,1,619,-9.1149654,3.221103,-469.59933,-57.862453,-10.344499,-61.023102,-9.1149654,$HOME/My Research/MDM2/sdf for docking/smiles_data21.sdf,0,1
P(=O)(OC[C@](OC(=O)CCCCCCC[C@@]1[C@](CCCCCC)C1)COC(=O)CCCCCCCCCCCCCCC)(OCC(O)CO)O,1,540,-8.9606485,6.9007807,78.602867,-33.461075,-6.6917505,-52.824245,-8.9606485,$HOME/My Research/MDM2/sdf for docking/smiles_data21.sdf,0.61971307,1
S(S)CCNC(=O)CCNC(=O)[C@](O)C(COP(=O)(OP(=O)(OC[C@@]1[C@@](OP(=O)(O)O)[C@@](O)[C@](n2c3ncnc(N)c3nc2)O1)O)O)(C)C,1,589,-8.942502,2.4062088,-448.1792,-62.564449,-10.014372,-54.334301,-8.942502,$HOME/My Research/MDM2/sdf for docking/smiles_data21.sdf,0,1
