mol,rseq,mseq,S,rmsd_refine,E_conf,E_place,E_score1,E_refine,E_score2,$File,E_orig,Rec_index
O=C(OC(C(OC(=O)CCC)COC(=O)CCC)C(OC(=O)CCC)CN1c2c(N=C3C(=O)NC(=O)N=C13)cc(C)c(C)c2)CCC,1,86,-8.4688358,1.490375,-84.207481,-55.186649,-8.1608305,-45.377712,-8.4688358,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data12.sdf,3.2916191,1
P(=O)(OP(=O)(OCC1C(O)C(O)C([n+]2cc(C(=O)N)ccc2)O1)[O-])(OCC1C(O)C(OP(=O)(O)O)C(n2c3ncnc(N)c3nc2)O1)O,1,30,-8.3981304,1.2964441,-488.97229,-87.445168,-10.563673,-50.19352,-8.3981304,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data12.sdf,0,1
O=C(OC(C(OC(=O)CCC)COC(=O)CCC)C(OC(=O)CCC)CN1c2c(N=C3C(=O)NC(=O)N=C13)cc(C)c(C)c2)CCC,1,86,-8.3757124,1.8311443,-89.469841,-59.835823,-9.2258024,-47.928467,-8.3757124,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data12.sdf,1.7672049,1
O=C(O)C1C(O)CC2(O)OC1CC(OC1C(O)C(N)C(O)C(C)O1)C=CC=CC=CC=CCCC=CC=CC(C)C(O)C(C)C(C)OC(=O)CC(O)CC(O)CC(O)CCC(O)C(O)C2,1,43,-8.1180792,1.635767,-139.00922,-49.546055,-8.3444862,-40.546265,-8.1180792,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data12.sdf,0,1
O=C(NC(C(=O)NC1C(=O)NC(CCN)C(=O)NC(Cc2ccccc2)C(=O)NC(CC(C)C)C(=O)NC(CCN)C(=O)NC(CCN)C(=O)NC(C(O)C)C(=O)NCC1)CCN)C(NC(=O)C(NC(=O)CCCCC(CC)C)CCN)C(O)C,1,71,-8.0141973,1.4583803,-0.83030796,-53.173965,-7.466507,-40.458755,-8.0141973,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data12.sdf,0,1
S(CCC(NC(=O)C(NC(=O)CCNC(=O)OC(C)(C)C)Cc1c2c([nH]c1)cccc2)C(=O)NC(C(=O)NC(C(=O)N)Cc1ccccc1)CC(=O)O)C,1,59,-7.9936438,2.8485861,-225.81104,-105.22216,-8.5110559,-47.529057,-7.9936438,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data12.sdf,0.085447542,1
S(CCC(NC(=O)C(NC(=O)CCNC(=O)OC(C)(C)C)Cc1c2c([nH]c1)cccc2)C(=O)NC(C(=O)NC(C(=O)N)Cc1ccccc1)CC(=O)O)C,1,59,-7.9669614,4.6074309,-219.25346,-42.208858,-6.9821358,-45.440979,-7.9669614,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data12.sdf,0,1
S(CCC(NC(=O)C(NC(=O)CCNC(=O)OC(C)(C)C)Cc1c2c([nH]c1)cccc2)C(=O)NC(C(=O)NC(C(=O)N)Cc1ccccc1)CC(=O)O)C,1,59,-7.9544382,2.1284993,-221.68057,-63.693813,-7.2312417,-41.814835,-7.9544382,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data12.sdf,0.086766839,1
O=C(NC(C(=O)NC1C(=O)NC(CCN)C(=O)NC(Cc2ccccc2)C(=O)NC(CC(C)C)C(=O)NC(CCN)C(=O)NC(CCN)C(=O)NC(C(O)C)C(=O)NCC1)CCN)C(NC(=O)C(NC(=O)CCCCC(CC)C)CCN)C(O)C,1,71,-7.9509826,3.0148261,-2.5608995,-37.848568,-8.0455723,-40.979965,-7.9509826,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data12.sdf,3.3135974,1
O=C(O)C1C(O)CC2(O)OC1CC(OC1C(O)C(N)C(O)C(C)O1)C=CC=CC=CC=CCCC=CC=CC(C)C(O)C(C)C(C)OC(=O)CC(O)CC(O)CC(O)CCC(O)C(O)C2,1,43,-7.9409428,1.9685836,-135.27994,-51.541145,-8.0528822,-36.798634,-7.9409428,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data12.sdf,0,1
O(C1C(O)C(O)C(OC2CC3C(C)(C4C(C5C(C)(C6C(C)C7(OC6C5)NCC(C)CC7)CC4)CC3)CC2)OC1CO)C1C(OC2C(O)C(O)C(O)C(CO)O2)C(OC2C(O)C(O)C(O)CO2)C(O)C(CO)O1,1,114,-7.9279318,2.1510158,287.94312,-54.957359,-12.034958,-38.164333,-7.9279318,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data12.sdf,0,1
O=C(NC(C(=O)NC1C(=O)NC(CCN)C(=O)NC(Cc2ccccc2)C(=O)NC(CC(C)C)C(=O)NC(CCN)C(=O)NC(CCN)C(=O)NC(C(O)C)C(=O)NCC1)CCN)C(NC(=O)C(NC(=O)CCCCC(CC)C)CCN)C(O)C,1,71,-7.9225078,3.2498848,6.0680165,-43.762783,-7.1626468,-46.091618,-7.9225078,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data12.sdf,3.8279567,1
S(=O)(=O)(CCN(CC)CC)C1C2C(=O)OC(C(C)C)C(C)C=CC(=O)NCC=CC(C)=CC(O)CC(=O)Cc3occ(C(=O)N2CC1)n3,1,110,-7.8396144,4.0399213,-27.475788,-59.024578,-9.3123055,-43.047588,-7.8396144,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data12.sdf,0,1
O=C(OC1C(OC)C(C(=O)OC)C2C(C1)CN1C(c3[nH]c4c(c3CC1)ccc(OC)c4)C2)c1cc(OC)c(OC)c(OC)c1,1,83,-7.8325043,1.8085698,71.327988,-47.75,-9.3124647,-43.485661,-7.8325043,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data12.sdf,0,1
O=C(NC(C(=O)NC1C(=O)NC(CCN)C(=O)NC(Cc2ccccc2)C(=O)NC(CC(C)C)C(=O)NC(CCN)C(=O)NC(CCN)C(=O)NC(C(O)C)C(=O)NCC1)CCN)C(NC(=O)C(NC(=O)CCCCC(CC)C)CCN)C(O)C,1,71,-7.8277788,1.5834829,-3.3450439,-23.813457,-9.0133476,-35.069935,-7.8277788,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data12.sdf,3.0797157,1
S(CCC(NC(=O)C(NC(=O)CCNC(=O)OC(C)(C)C)Cc1c2c([nH]c1)cccc2)C(=O)NC(C(=O)NC(C(=O)N)Cc1ccccc1)CC(=O)O)C,1,59,-7.8108206,3.1693082,-229.55281,-46.08033,-7.3212237,-43.67004,-7.8108206,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data12.sdf,0.086766839,1
O=C(CO)C1(O)CC(OC2OC(C)C(OC3OCCCC3)C(N)C2)c2c(O)c3C(=O)c4c(OC)cccc4C(=O)c3c(O)c2C1,1,70,-7.7922783,1.7968911,0.10046516,-61.067978,-9.8785772,-40.059048,-7.7922783,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data12.sdf,1.5017649,1
O=C(OC1C2(OC(=O)C)C(C)(C)C2C2C(O)(C1C)C1C(O)(C(=O)C(C)=C1)CC(CO)=C2)CCCCCCCCCCCCC,1,64,-7.7855506,1.1795956,208.44753,-92.689888,-9.5959854,-38.353046,-7.7855506,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data12.sdf,0,1
O=C(OC1C2(OC(=O)C)C(C)(C)C2C2C(O)(C1C)C1C(O)(C(=O)C(C)=C1)CC(CO)=C2)CCCCCCCCCCCCC,1,64,-7.7566042,3.0968702,204.08261,-18.551882,-8.235239,-46.133842,-7.7566042,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data12.sdf,0,1
O=C(CO)C1(O)CC(OC2OC(C)C(OC3OCCCC3)C(N)C2)c2c(O)c3C(=O)c4c(OC)cccc4C(=O)c3c(O)c2C1,1,70,-7.7554626,1.6010828,-1.4389851,-82.919006,-10.017813,-46.775364,-7.7554626,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data12.sdf,2.0024505,1
O=C(OC(C(OC(=O)CCC)COC(=O)CCC)C(OC(=O)CCC)CN1c2c(N=C3C(=O)NC(=O)N=C13)cc(C)c(C)c2)CCC,1,86,-7.7544327,2.1055701,-91.95594,-53.828075,-8.3919439,-42.327412,-7.7544327,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data12.sdf,2.1446464,1
S(CCC(NC(=O)C(NC(=O)CCNC(=O)OC(C)(C)C)Cc1c2c([nH]c1)cccc2)C(=O)NC(C(=O)NC(C(=O)N)Cc1ccccc1)CC(=O)O)C,1,59,-7.7494197,5.0179157,-225.19789,-58.665314,-6.759789,-45.462322,-7.7494197,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data12.sdf,0.33734894,1
O=C(OC1C2(OC(=O)C)C(C)(C)C2C2C(O)(C1C)C1C(O)(C(=O)C(C)=C1)CC(CO)=C2)CCCCCCCCCCCCC,1,64,-7.737318,1.8209081,204.05853,-40.100624,-8.2044621,-46.10239,-7.737318,$HOME/My Research/MDM2/sdf for docking-20240121T092702Z-001/sdf for docking/smiles_data12.sdf,0,1
