mol,rseq,mseq,S,rmsd_refine,E_conf,E_place,E_score1,E_refine,E_score2,$File,E_orig,Rec_index
O=C(O)C(C(NC(=O)C(NC(=O)C/C=C/CCCCCC(CC)C)CC(=O)O)C(=O)NC(C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N1C(C(=O)NC(C)C2C(=O)N3C(C(=O)C2)CNCC3)CCC1)C(C)C)C(N)C)CC(=O)O)CC(=O)O)C,1,217,-10.443586,2.3158433,-117.62505,-36.675068,-6.4740686,-65.049713,-10.443586,$HOME/My Research/Docking/sdf/smiles_data5.sdf,0,1
I/C(=C(\I)/CCCCCCCC)/CCCCCCCC(=O)OC(COC(=O)CCCCCCC/C(/I)=C(/I)\CCCCCCCC)COC(=O)CCCCCCC/C(/I)=C(/I)\CCCCCCCC,1,635,-10.255328,6.1242838,37.150883,-36.944515,-6.1973634,-62.21991,-10.255328,$HOME/My Research/Docking/sdf/smiles_data5.sdf,0.60007113,1
Clc1c(O)ccc([C@]2C(=O)O[C@](C(=O)N)[C@](NC(=O)[C@@](NC(=O)/C=C/C=C/CCC(C)C)CC(=O)N)C(=O)N[C@](c3ccc(O)cc3)C(=O)N[C@](CCCN)C(=O)N[C@]([C@](O)C)C(=O)N[C@@](c3ccc(O)cc3)C(=O)N[C@](c3ccc(O)cc3)C(=O)N[C@@]([C@@](O)C)C(=O)N[C@@](Cc3ccccc3)C(=O)N[C@](CCCN)C(=O)N[C@@](c3ccc(O[C@@]4[C@@](O)[C@@](O)[C@](O)[C@@](CO)O4)cc3)C(=O)N[C@]([C@](O)C)C(=O)N[C@@](c3ccc(O)cc3)C(=O)NCC(=O)N[C@@](CC(C)C)C(=O)N[C@](C)C(=O)N2)c1,1,223,-10.104754,3.4777205,73.918961,-16.652302,-7.5542793,-60.114014,-10.104754,$HOME/My Research/Docking/sdf/smiles_data5.sdf,0,1
O=C(O)C(C(NC(=O)C(NC(=O)C/C=C/CCCCCC(CC)C)CC(=O)O)C(=O)NC(C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N1C(C(=O)NC(C)C2C(=O)N3C(C(=O)C2)CNCC3)CCC1)C(C)C)C(N)C)CC(=O)O)CC(=O)O)C,1,217,-9.9363003,3.4691043,-126.42001,-46.832806,-5.270906,-61.169041,-9.9363003,$HOME/My Research/Docking/sdf/smiles_data5.sdf,0,1
O=C(O)C(C(NC(=O)C(NC(=O)C/C=C/CCCCCC(CC)C)CC(=O)O)C(=O)NC(C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N1C(C(=O)NC(C)C2C(=O)N3C(C(=O)C2)CNCC3)CCC1)C(C)C)C(N)C)CC(=O)O)CC(=O)O)C,1,217,-9.9187126,4.9172134,-126.02585,-51.689831,-4.883431,-61.946396,-9.9187126,$HOME/My Research/Docking/sdf/smiles_data5.sdf,0,1
I/C(=C(\I)/CCCCCCCC)/CCCCCCCC(=O)OC(COC(=O)CCCCCCC/C(/I)=C(/I)\CCCCCCCC)COC(=O)CCCCCCC/C(/I)=C(/I)\CCCCCCCC,1,635,-9.8910685,4.0300889,38.631523,-18.409641,-5.9162817,-56.932888,-9.8910685,$HOME/My Research/Docking/sdf/smiles_data5.sdf,0.60007113,1
O=C(O)C(C(NC(=O)C(NC(=O)C/C=C/CCCCCC(CC)C)CC(=O)O)C(=O)NC(C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N1C(C(=O)NC(C)C2C(=O)N3C(C(=O)C2)CNCC3)CCC1)C(C)C)C(N)C)CC(=O)O)CC(=O)O)C,1,217,-9.7270355,4.2509332,-125.52108,-36.241966,-4.9774685,-59.760761,-9.7270355,$HOME/My Research/Docking/sdf/smiles_data5.sdf,0,1
S(CC[C@](NC(=O)[C@@](NC(=O)CCNC(=O)OC(C)(C)C)Cc1c2c([nH]c1)cccc2)C(=O)N[C@](C(=O)N[C@](C(=O)N)Cc1ccccc1)CC(=O)O)C,1,261,-9.5709667,2.5857153,-213.50224,-72.736732,-8.5324316,-52.744579,-9.5709667,$HOME/My Research/Docking/sdf/smiles_data5.sdf,0.0065383911,1
S(=O)(=O)(N1CCN(CCOC(=O)OCCN2CCN(S(=O)(=O)c3cc(c(OCC)cc3)C3=Nc4c(CCC)nn(C)c4C(=O)N3)CC2)CC1)c1cc(c(OCC)cc1)C1=Nc2c(CCC)nn(C)c2C(=O)N1,1,546,-9.5547619,2.0688851,-5.289125,-47.491947,-8.5700893,-56.114422,-9.5547619,$HOME/My Research/Docking/sdf/smiles_data5.sdf,0,1
Clc1c(O)ccc([C@]2C(=O)O[C@](C(=O)N)[C@](NC(=O)[C@@](NC(=O)/C=C/C=C/CCC(C)C)CC(=O)N)C(=O)N[C@](c3ccc(O)cc3)C(=O)N[C@](CCCN)C(=O)N[C@]([C@](O)C)C(=O)N[C@@](c3ccc(O)cc3)C(=O)N[C@](c3ccc(O)cc3)C(=O)N[C@@]([C@@](O)C)C(=O)N[C@@](Cc3ccccc3)C(=O)N[C@](CCCN)C(=O)N[C@@](c3ccc(O[C@@]4[C@@](O)[C@@](O)[C@](O)[C@@](CO)O4)cc3)C(=O)N[C@]([C@](O)C)C(=O)N[C@@](c3ccc(O)cc3)C(=O)NCC(=O)N[C@@](CC(C)C)C(=O)N[C@](C)C(=O)N2)c1,1,223,-9.3663874,3.1137185,80.40625,-25.070873,-4.2148366,-51.031742,-9.3663874,$HOME/My Research/Docking/sdf/smiles_data5.sdf,0,1
I/C(=C(\I)/CCCCCCCC)/CCCCCCCC(=O)OC(COC(=O)CCCCCCC/C(/I)=C(/I)\CCCCCCCC)COC(=O)CCCCCCC/C(/I)=C(/I)\CCCCCCCC,1,635,-9.3602571,7.6764331,43.099133,-16.885111,-5.8129506,-52.912083,-9.3602571,$HOME/My Research/Docking/sdf/smiles_data5.sdf,0.40004739,1
Clc1c(O)ccc([C@]2C(=O)O[C@](C(=O)N)[C@](NC(=O)[C@@](NC(=O)/C=C/C=C/CCC(C)C)CC(=O)N)C(=O)N[C@](c3ccc(O)cc3)C(=O)N[C@](CCCN)C(=O)N[C@]([C@](O)C)C(=O)N[C@@](c3ccc(O)cc3)C(=O)N[C@](c3ccc(O)cc3)C(=O)N[C@@]([C@@](O)C)C(=O)N[C@@](Cc3ccccc3)C(=O)N[C@](CCCN)C(=O)N[C@@](c3ccc(O[C@@]4[C@@](O)[C@@](O)[C@](O)[C@@](CO)O4)cc3)C(=O)N[C@]([C@](O)C)C(=O)N[C@@](c3ccc(O)cc3)C(=O)NCC(=O)N[C@@](CC(C)C)C(=O)N[C@](C)C(=O)N2)c1,1,223,-9.2952499,1.9968947,72.166817,-59.574593,-5.7009935,-53.670223,-9.2952499,$HOME/My Research/Docking/sdf/smiles_data5.sdf,0,1
Clc1c(O)ccc([C@]2C(=O)O[C@](C(=O)N)[C@](NC(=O)[C@@](NC(=O)/C=C/C=C/CCC(C)C)CC(=O)N)C(=O)N[C@](c3ccc(O)cc3)C(=O)N[C@](CCCN)C(=O)N[C@]([C@](O)C)C(=O)N[C@@](c3ccc(O)cc3)C(=O)N[C@](c3ccc(O)cc3)C(=O)N[C@@]([C@@](O)C)C(=O)N[C@@](Cc3ccccc3)C(=O)N[C@](CCCN)C(=O)N[C@@](c3ccc(O[C@@]4[C@@](O)[C@@](O)[C@](O)[C@@](CO)O4)cc3)C(=O)N[C@]([C@](O)C)C(=O)N[C@@](c3ccc(O)cc3)C(=O)NCC(=O)N[C@@](CC(C)C)C(=O)N[C@](C)C(=O)N2)c1,1,223,-9.0599098,3.6121328,95.960175,44.092648,-5.369854,-53.429237,-9.0599098,$HOME/My Research/Docking/sdf/smiles_data5.sdf,0,1
I/C(=C(\I)/CCCCCCCC)/CCCCCCCC(=O)OC(COC(=O)CCCCCCC/C(/I)=C(/I)\CCCCCCCC)COC(=O)CCCCCCC/C(/I)=C(/I)\CCCCCCCC,1,635,-9.005331,4.3649821,43.706814,-0.56701988,-6.132051,-52.44096,-9.005331,$HOME/My Research/Docking/sdf/smiles_data5.sdf,0.76220703,1
