mol,rseq,mseq,S,rmsd_refine,E_conf,E_place,E_score1,E_refine,E_score2,$File,E_orig,Rec_index
O(C)c1c2OC3C(O)C=CC4C53c2c(cc1)CC4[N+]([O-])(C)CC5,1,1,-5.4377108,3.8439393,54.787449,-57.650078,-8.4335127,-27.173828,-5.4377108,$HOME/My Research/MDM2/sdf for docking/smiles_data15.sdf,0,1
O(C)c1c2OC3C(O)C=CC4C53c2c(cc1)CC4[N+]([O-])(C)CC5,1,1,-5.3992963,1.8610189,52.883797,-57.523628,-7.5951705,-28.15546,-5.3992963,$HOME/My Research/MDM2/sdf for docking/smiles_data15.sdf,0,1
O(C)c1c2OC3C(O)C=CC4C53c2c(cc1)CC4[N+]([O-])(C)CC5,1,1,-5.2364202,1.4274544,58.490894,-55.649231,-7.6437836,-25.902901,-5.2364202,$HOME/My Research/MDM2/sdf for docking/smiles_data15.sdf,0,1
O(C)c1c2OC3C(O)C=CC4C53c2c(cc1)CC4[N+]([O-])(C)CC5,1,1,-5.1817613,1.4444431,52.312603,-59.691734,-7.7817202,-26.017109,-5.1817613,$HOME/My Research/MDM2/sdf for docking/smiles_data15.sdf,0,1
O(C)c1c2OC3C(O)C=CC4C53c2c(cc1)CC4[N+]([O-])(C)CC5,1,1,-5.0031004,1.837679,47.116138,-51.213974,-8.0752916,-23.443077,-5.0031004,$HOME/My Research/MDM2/sdf for docking/smiles_data15.sdf,0,1
O=C1C2Oc3c(O)ccc4c3C32C(O)(C(N(CC2CC2)CC3)C4)CC1,1,3,-5.7789102,0.95660597,199.88695,-61.415859,-9.230876,-23.340216,-5.7789102,$HOME/My Research/MDM2/sdf for docking/smiles_data15.sdf,0,1
O=C1C2Oc3c(O)ccc4c3C32C(O)(C(N(CC2CC2)CC3)C4)CC1,1,3,-5.6218214,3.3106835,202.42973,-59.299236,-9.2746134,-27.052494,-5.6218214,$HOME/My Research/MDM2/sdf for docking/smiles_data15.sdf,0,1
O=C1C2Oc3c(O)ccc4c3C32C(O)(C(N(CC2CC2)CC3)C4)CC1,1,3,-5.513689,2.1649773,206.78101,-89.432625,-9.7095757,-27.491035,-5.513689,$HOME/My Research/MDM2/sdf for docking/smiles_data15.sdf,1.3125,1
O=C1C2Oc3c(O)ccc4c3C32C(O)(C(N(CC2CC2)CC3)C4)CC1,1,3,-5.5023947,1.4862524,206.804,-62.190964,-9.9455929,-23.646265,-5.5023947,$HOME/My Research/MDM2/sdf for docking/smiles_data15.sdf,1.3125,1
O=C1C2Oc3c(O)ccc4c3C32C(O)(C(N(CC2CC2)CC3)C4)CC1,1,3,-5.4258671,1.3642237,203.18221,-57.024845,-8.8700933,-24.553225,-5.4258671,$HOME/My Research/MDM2/sdf for docking/smiles_data15.sdf,1.3125,1
O=C(O)CCC1C(C)C2=NC1=C(CC(=O)O)C=1C(C(=O)O)=C(C)C(N=1)=Cc1c(CC)c(C)c([nH]1)C=[cH0]1c(C=C)c(C)[cH0]([nH]1)=C2,1,5,-6.8166871,1.49685,-24.37038,-95.622604,-9.9178438,-27.968082,-6.8166871,$HOME/My Research/MDM2/sdf for docking/smiles_data15.sdf,0,1
