mol,rseq,mseq,S,rmsd_refine,E_conf,E_place,E_score1,E_refine,E_score2,$File,E_orig,Rec_index
O=[N+]([O-])c1cc(O[C@@]2[C@](O)[C@@](O)[C@@](O)[C@@](CO)O2)cc(/C(/O)=N/CCCN2CCN(CCCNC=3C(=O)C(=O)C=3NCC/N=C(/OCC(N)CO/C(/O)=N/CCNC=3C(=O)C(=O)C=3NCCCN3CCN(CCC/N=C(\O)/c4cc(OC5C(O)C(O)C(O)C(CO)O5)cc([N+](=O)[O-])c4)CC3)\O)CC2)c1,1,639,-9.9390268,3.9165154,478.58777,-15.471829,-6.9121423,-54.595367,-9.9390268,$HOME/My Research/MDM2/sdf for docking/smiles_data20.sdf,0,1
O=[N+]([O-])c1cc(O[C@@]2[C@](O)[C@@](O)[C@@](O)[C@@](CO)O2)cc(/C(/O)=N/CCCN2CCN(CCCNC=3C(=O)C(=O)C=3NCC/N=C(/OCC(N)CO/C(/O)=N/CCNC=3C(=O)C(=O)C=3NCCCN3CCN(CCC/N=C(\O)/c4cc(OC5C(O)C(O)C(O)C(CO)O5)cc([N+](=O)[O-])c4)CC3)\O)CC2)c1,1,639,-9.5866289,4.2726984,474.39853,-64.064514,-6.4178782,-55.812252,-9.5866289,$HOME/My Research/MDM2/sdf for docking/smiles_data20.sdf,0,1
O=[N+]([O-])c1cc(O[C@@]2[C@](O)[C@@](O)[C@@](O)[C@@](CO)O2)cc(/C(/O)=N/CCCN2CCN(CCCNC=3C(=O)C(=O)C=3NCC/N=C(/OCC(N)CO/C(/O)=N/CCNC=3C(=O)C(=O)C=3NCCCN3CCN(CCC/N=C(\O)/c4cc(OC5C(O)C(O)C(O)C(CO)O5)cc([N+](=O)[O-])c4)CC3)\O)CC2)c1,1,639,-9.4165401,4.2898335,471.93433,-17.916796,-5.5029283,-59.278568,-9.4165401,$HOME/My Research/MDM2/sdf for docking/smiles_data20.sdf,0,1
S(CC(=O)NCCc1c2c([nH]c1)cccc2)CCNC(=O)CCNC(=O)[C@](O)C(COP(=O)(OP(=O)(OC[C@@]1[C@@](OP(=O)(O)O)[C@@](O)[C@](n2c3ncnc(N)c3nc2)O1)O)O)(C)C,1,663,-9.2901955,2.9285743,-465.9949,-58.51495,-9.8995991,-62.611523,-9.2901955,$HOME/My Research/MDM2/sdf for docking/smiles_data20.sdf,0,1
S(CC(=O)NCCc1c2c([nH]c1)cccc2)CCNC(=O)CCNC(=O)[C@](O)C(COP(=O)(OP(=O)(OC[C@@]1[C@@](OP(=O)(O)O)[C@@](O)[C@](n2c3ncnc(N)c3nc2)O1)O)O)(C)C,1,663,-9.2241554,5.4922447,-469.01947,-36.083389,-9.3222008,-56.670444,-9.2241554,$HOME/My Research/MDM2/sdf for docking/smiles_data20.sdf,0.0085803783,1
S(CC(=O)CCCCCCCCCCCCC)CCNC(=O)CCNC(=O)[C@@](O)C(COP(=O)(OP(=O)(OC[C@@]1[C@@](OP(=O)(O)O)[C@@](O)[C@](n2c3ncnc(N)c3nc2)O1)O)O)(C)C,1,109,-9.1736336,2.3659077,-444.22891,-43.14222,-6.6782808,-57.637035,-9.1736336,$HOME/My Research/MDM2/sdf for docking/smiles_data20.sdf,0,1
S(CC(=O)NCCc1c2c([nH]c1)cccc2)CCNC(=O)CCNC(=O)[C@](O)C(COP(=O)(OP(=O)(OC[C@@]1[C@@](OP(=O)(O)O)[C@@](O)[C@](n2c3ncnc(N)c3nc2)O1)O)O)(C)C,1,663,-9.1059122,2.7296553,-463.59094,-34.879807,-10.411452,-52.236332,-9.1059122,$HOME/My Research/MDM2/sdf for docking/smiles_data20.sdf,0.0045045763,1
S([C@]1[C@](O)[C@@](O)[C@@](O[C@]2[C@](O)[C@@](O)[C@@](S[C@]3[C@](O)[C@@](O)[C@@](O)O[C@@]3CO)O[C@@]2CO)O[C@@]1CO)[C@@]1[C@](O)[C@@](O)[C@](O[C@@]2[C@](O)[C@@](O)[C@](S[C@@]3[C@](O)[C@@](O)[C@](O)[C@@](CO)O3)[C@@](CO)O2)[C@@](CO)O1,1,886,-9.0304651,4.8842111,365.20901,-68.641541,-10.75369,-56.851673,-9.0304651,$HOME/My Research/MDM2/sdf for docking/smiles_data20.sdf,2.1981931,1
S(CC(=O)NCCc1c2c([nH]c1)cccc2)CCNC(=O)CCNC(=O)[C@](O)C(COP(=O)(OP(=O)(OC[C@@]1[C@@](OP(=O)(O)O)[C@@](O)[C@](n2c3ncnc(N)c3nc2)O1)O)O)(C)C,1,663,-9.0262661,3.9991384,-465.31009,-30.005819,-10.097646,-57.47559,-9.0262661,$HOME/My Research/MDM2/sdf for docking/smiles_data20.sdf,0.0030792635,1
S(C(=O)/C=C/c1cc(OC)c(O)c(OC)c1)CCNC(=O)CCNC(=O)C1(O)C(C)(C)[C@]1OP(OP(=O)(OC[C@@]1[C@@](OP(=O)(O)O)[C@](O)[C@](n2c3ncnc(N)c3nc2)O1)O)(=O)O,1,870,-8.970295,1.8284374,-340.10507,-97.301971,-12.660342,-55.4389,-8.970295,$HOME/My Research/MDM2/sdf for docking/smiles_data20.sdf,0.21085714,1
S(C(=O)CC(=O)C)CCNC(=O)CCNC(=O)[C@](O)C(COP(=O)(OP(=O)(OC[C@@]1[C@@](OP(=O)(O)O)[C@@](O)[C@](n2c3ncnc(N)c3nc2)O1)O)O)(C)C,1,767,-8.9313183,2.2509513,-513.17712,-71.789146,-9.2224407,-55.597931,-8.9313183,$HOME/My Research/MDM2/sdf for docking/smiles_data20.sdf,0.24971043,1
P(=O)(OC[C@@](OCC[C@@](CCC[C@@](CCCC(CCCC(C)C)C)C)C)COCC[C@@](CCC[C@@](CCCC(CCCC(C)C)C)C)C)(OC[C@](O)COP(=O)([O-])[O-])O,1,126,-8.9155493,3.1580408,-382.78094,-4.390964,-8.0111637,-50.430412,-8.9155493,$HOME/My Research/MDM2/sdf for docking/smiles_data20.sdf,0,1
S(C[C@@](C(=O)O)C)CCNC(=O)CCNC(=O)[C@](O)C(COP(=O)(OP(=O)(OC[C@@]1[C@@](OP(=O)(O)O)[C@@](O)[C@](n2c3ncnc(N)c3nc2)O1)O)O)(C)C,1,817,-8.8870296,3.6452081,-509.7991,-81.987015,-9.1105623,-55.078739,-8.8870296,$HOME/My Research/MDM2/sdf for docking/smiles_data20.sdf,0,1
S(C(=O)/C=C/c1cc(OC)c(O)c(OC)c1)CCNC(=O)CCNC(=O)C1(O)C(C)(C)[C@]1OP(OP(=O)(OC[C@@]1[C@@](OP(=O)(O)O)[C@](O)[C@](n2c3ncnc(N)c3nc2)O1)O)(=O)O,1,870,-8.8806705,2.151098,-352.22464,-4.6372657,-8.8267565,-59.24622,-8.8806705,$HOME/My Research/MDM2/sdf for docking/smiles_data20.sdf,0.21085714,1
S(C(=O)CC(=O)C)CCNC(=O)CCNC(=O)[C@](O)C(COP(=O)(OP(=O)(OC[C@@]1[C@@](OP(=O)(O)O)[C@@](O)[C@](n2c3ncnc(N)c3nc2)O1)O)O)(C)C,1,767,-8.8306837,3.9390802,-508.81445,-12.841879,-10.710131,-58.296631,-8.8306837,$HOME/My Research/MDM2/sdf for docking/smiles_data20.sdf,0.010272605,1
O=[N+]([O-])c1cc(O[C@@]2[C@](O)[C@@](O)[C@@](O)[C@@](CO)O2)cc(/C(/O)=N/CCCN2CCN(CCCNC=3C(=O)C(=O)C=3NCC/N=C(/OCC(N)CO/C(/O)=N/CCNC=3C(=O)C(=O)C=3NCCCN3CCN(CCC/N=C(\O)/c4cc(OC5C(O)C(O)C(O)C(CO)O5)cc([N+](=O)[O-])c4)CC3)\O)CC2)c1,1,639,-8.8142033,2.3965077,481.83197,-59.873653,-8.0083895,-50.352421,-8.8142033,$HOME/My Research/MDM2/sdf for docking/smiles_data20.sdf,0,1
S(C(=O)CCC[N+](=O)[O-])CCNC(=O)CCNC(=O)[C@](O)C(COP(=O)(OP(=O)(OC[C@@]1[C@@](OP(=O)(O)O)[C@@](O)[C@](n2c3ncnc(N)c3nc2)O1)O)O)(C)C,1,927,-8.7610188,1.9051183,-481.62476,-72.375046,-8.6281958,-55.059013,-8.7610188,$HOME/My Research/MDM2/sdf for docking/smiles_data20.sdf,0,1
S(SC[C@](NC(=O)CC[C@@](N)C(=O)O)C(=O)NCC(=O)NCCCNCCCCN)C[C@](NC(=O)CC[C@@](N)C(=O)O)C(=O)NCC(=O)NCCCNCCCCN,1,352,-8.7502203,3.3562558,-34.804165,-62.47097,-7.7082877,-51.85722,-8.7502203,$HOME/My Research/MDM2/sdf for docking/smiles_data20.sdf,0.0038928986,1
S(C(=O)/C=C/c1cc(OC)c(O)c(OC)c1)CCNC(=O)CCNC(=O)C1(O)C(C)(C)[C@]1OP(OP(=O)(OC[C@@]1[C@@](OP(=O)(O)O)[C@](O)[C@](n2c3ncnc(N)c3nc2)O1)O)(=O)O,1,870,-8.7351866,4.2437234,-334.8519,-46.174553,-9.1318779,-57.183578,-8.7351866,$HOME/My Research/MDM2/sdf for docking/smiles_data20.sdf,0.49773741,1
P(=O)(OP(=O)(OC[C@@]1[C@@](O)[C@@](O)[C@](n2c3ncnc([N+])c3nc2)O1)O)(OC[C@@](O)[C@@](O)[C@@](O)CN1c2c(N=C3C(=O)NC(=O)N=C13)cc(C)c(C)c2)O,1,160,-8.722064,1.5091567,-338.52029,-89.424332,-10.641488,-51.119404,-8.722064,$HOME/My Research/MDM2/sdf for docking/smiles_data20.sdf,0,1
S(C(=O)/C=C/c1cc(OC)c(O)c(OC)c1)CCNC(=O)CCNC(=O)C1(O)C(C)(C)[C@]1OP(OP(=O)(OC[C@@]1[C@@](OP(=O)(O)O)[C@](O)[C@](n2c3ncnc(N)c3nc2)O1)O)(=O)O,1,870,-8.6925488,1.3845716,-329.56064,-68.69902,-10.409011,-48.452213,-8.6925488,$HOME/My Research/MDM2/sdf for docking/smiles_data20.sdf,0.21085714,1
S(C(=O)CC(=O)C)CCNC(=O)CCNC(=O)[C@](O)C(COP(=O)(OP(=O)(OC[C@@]1[C@@](OP(=O)(O)O)[C@@](O)[C@](n2c3ncnc(N)c3nc2)O1)O)O)(C)C,1,767,-8.6800489,3.8183978,-522.84235,-44.122364,-8.2696161,-59.631042,-8.6800489,$HOME/My Research/MDM2/sdf for docking/smiles_data20.sdf,0.55203336,1
S(C(=O)CCCCCCCCCCCCC)CCNC(=O)CCNC(=O)[C@](O)C(COP(=O)(OP(=O)(OC[C@@]1[C@@](OP(=O)(O)O)[C@@](O)[C@](n2c3ncnc(N)c3nc2)O1)O)O)(C)C,1,39,-8.6756783,2.6561909,-449.7095,-69.786682,-8.598279,-51.317223,-8.6756783,$HOME/My Research/MDM2/sdf for docking/smiles_data20.sdf,1.9458632,1
S(SC[C@](NC(=O)CC[C@@](N)C(=O)O)C(=O)NCC(=O)NCCCNCCCCN)C[C@](NC(=O)CC[C@@](N)C(=O)O)C(=O)NCC(=O)NCCCNCCCCN,1,352,-8.6732492,3.0299973,-38.812126,-44.191025,-9.9366398,-53.341812,-8.6732492,$HOME/My Research/MDM2/sdf for docking/smiles_data20.sdf,0.0038928986,1
O=[N+]([O-])c1cc(O[C@@]2[C@](O)[C@@](O)[C@@](O)[C@@](CO)O2)cc(/C(/O)=N/CCCN2CCN(CCCNC=3C(=O)C(=O)C=3NCC/N=C(/OCC(N)CO/C(/O)=N/CCNC=3C(=O)C(=O)C=3NCCCN3CCN(CCC/N=C(\O)/c4cc(OC5C(O)C(O)C(O)C(CO)O5)cc([N+](=O)[O-])c4)CC3)\O)CC2)c1,1,639,-8.6640625,3.5553463,478.75928,-8.5793858,-6.5760064,-50.084621,-8.6640625,$HOME/My Research/MDM2/sdf for docking/smiles_data20.sdf,0,1
S(C(=O)CC(=O)C)CCNC(=O)CCNC(=O)[C@](O)C(COP(=O)(OP(=O)(OC[C@@]1[C@@](OP(=O)(O)O)[C@@](O)[C@](n2c3ncnc(N)c3nc2)O1)O)O)(C)C,1,767,-8.6297588,3.043262,-512.59106,-44.465176,-8.8551674,-55.165493,-8.6297588,$HOME/My Research/MDM2/sdf for docking/smiles_data20.sdf,0.24986161,1
S(C(=O)CCCCC)CCNC(=O)CCNC(=O)[C@](O)C(COP(=O)(OP(=O)(OC[C@@]1[C@@](OP(=O)(O)O)[C@@](O)[C@](n2c3ncnc(N)c3nc2)O1)O)O)(C)C,1,362,-8.6280632,1.505203,-446.82388,-57.027634,-10.842731,-50.01342,-8.6280632,$HOME/My Research/MDM2/sdf for docking/smiles_data20.sdf,0.087510347,1
S(CC(=O)NCCc1c2c([nH]c1)cccc2)CCNC(=O)CCNC(=O)[C@](O)C(COP(=O)(OP(=O)(OC[C@@]1[C@@](OP(=O)(O)O)[C@@](O)[C@](n2c3ncnc(N)c3nc2)O1)O)O)(C)C,1,663,-8.6139612,3.7990856,-463.77347,-44.254547,-9.5293903,-53.34613,-8.6139612,$HOME/My Research/MDM2/sdf for docking/smiles_data20.sdf,0.006454167,1
P(=O)(OP(=O)(OC[C@@]1[C@@](O)[C@@](O)[C@](n2c3ncnc([N+])c3nc2)O1)O)(OC[C@@](O)[C@@](O)[C@@](O)CN1c2c(N=C3C(=O)NC(=O)N=C13)cc(C)c(C)c2)O,1,160,-8.5927744,1.693294,-354.73318,-78.921112,-10.698149,-54.079773,-8.5927744,$HOME/My Research/MDM2/sdf for docking/smiles_data20.sdf,0,1
S(C(=O)C[C@](O)CCCCCCC)CCNC(=O)CCNC(=O)[C@](O)C(COP(=O)(OP(=O)(OC[C@@]1[C@@](OP(=O)(O)O)[C@@](O)[C@](n2c3ncnc(N)c3nc2)O1)O)O)(C)C,1,881,-8.5795765,3.7360609,-496.51993,-66.981773,-9.5966978,-51.003922,-8.5795765,$HOME/My Research/MDM2/sdf for docking/smiles_data20.sdf,0,1
